Index,demand
0,0.03001886630704198
1,0.030165498039417066
2,0.028539073105755187
3,0.028671570653077523
4,0.052046833715480495
5,0.05279199424821428
6,0.042960189425648415
7,0.09567590578148205
8,0.042128920749661056
9,0.06903798634661934
10,0.041607311791306625
11,0.265844325857393
12,0.2519510332668149
13,0.0294695599811511
14,0.0716284600294
15,0.041439794538326816
16,0.11380730181545717
17,0.053572870185880514
18,0.09499770527885847
19,0.05314078668523116
20,0.020124737987505605
21,0.020133193016914956
22,0.06521374498623103
23,0.041077970524034474
24,0.43640068203695515
25,0.09773115039922423
26,0.03902290509858422
27,0.0805089915680176
28,0.04124340406725036
29,0.02370749204339325
30,0.026171996387473764
31,0.02753726797948897
32,0.02372175912416717
33,0.08468810922038411
34,0.27059211709761966
35,0.417064602773794
36,0.05102345641978376
37,0.04703709381445684
38,0.07608919532915251
39,0.10834410605075775
40,0.01666607681834772
41,0.01885317641863405
42,0.024361166203760876
43,0.041180818368351274
44,0.029688801343285515
45,0.046059088725605976
46,0.059360678912529635
47,0.42060866252404017
48,0.09290032191271308
49,0.07068715271295865
50,0.27305756315301466
51,0.06560500606721852
52,0.030954305235369562
53,0.12816948831033695
54,0.018150579750641268
55,0.04714666070484133
56,0.07876158582108148
57,0.031558207259934974
58,0.03237652368864715
59,0.030019789107206575
60,0.02568056130534751
61,0.0815103191638435
62,0.06761157742517493
63,0.06520399150940531
64,0.0303813705057044
65,0.4223453412798699
66,0.027307272951524325
67,0.034124706013143526
68,0.03504897733465895
69,0.04410013605929963
70,0.02536091375697072
71,0.030721647113026156
72,0.02089459687784058
73,0.035860359372979544
74,0.059641263707951434
75,0.04057551265012911
76,0.048211906015059314
77,0.08086943682016345
78,0.12803518139944425
79,0.05020831551387324
80,0.039748320550922554
81,0.014685830326682138
82,0.018334738558391624
83,0.06944059457902492
84,0.06877633270507076
85,0.05797828815994775
86,0.11355533780228333
87,0.4306060883173245
88,0.06983935130692084
89,0.03242677406213657
90,0.019259298004707805
91,0.028987703399784917
92,0.09565688057093008
93,0.10403372195271193
94,0.13843413175191538
95,0.0241396528670001
96,0.041890183195797945
97,0.03770757854759606
98,0.02153300636753497
99,0.01832432613711161
100,0.02241788307767073
101,0.02384534804039832
102,0.02940468194224973
103,0.12952453432636374
104,0.032428844236024046
105,0.05539086680132422
106,0.029213907006998704
107,0.07982287686841916
108,0.44802743219889574
109,0.036845726767203636
110,0.030682894477086765
111,0.031256434582988796
112,0.04310979698846605
113,0.041057142063638155
114,0.023690581583579534
115,0.09040300308210991
116,0.13999874405858517
117,0.08123696510317804
118,0.06973578664030151
119,0.041425884994828535
120,0.01428217744045325
121,0.02365432725770659
122,0.0238181553795564
123,0.02953425829287432
124,0.02432741222927206
125,0.05219305457414371
126,0.05182212372926892
127,0.24629427663141323
128,0.035952500769394866
129,0.059933229726898206
130,0.03950461364106267
131,0.02670508996838824
132,0.020958383892026027
133,0.028427525588115888
134,0.03910730603591291
135,0.023445915744632007
136,0.08946455716567778
137,0.1347404566156899
138,0.2845658216528193
139,0.0482831023063304
140,0.040996679900486666
141,0.07625132030109805
142,0.05080099302614312
143,0.02630881487149248
144,0.06554527741891103
145,0.027162442902768525
146,0.018110292758268993
147,0.021113836921341854
148,0.08879345775989628
149,0.02079403280899469
150,0.02041790672714158
151,0.026268156053913982
152,0.06597740124741384
153,0.0822467776110285
154,0.1601497554200249
155,0.1399727959263536
156,0.2545785048059868
157,0.07727951715872843
158,0.0479458698376535
159,0.028285225111864033
160,0.05376620192049251
161,0.04222050420106383
162,0.0758735733791821
163,0.05892299387925025
164,0.653290195689824
165,0.1382406383071013
166,0.039012736656605575
167,0.10728712629423165
168,0.05172997747469972
169,0.04571466059255355
170,0.023858320854785963
171,0.025333695463361106
172,0.015106700772161828
173,0.03687830918921073
174,0.015737496023306586
175,0.017565514496835785
176,0.06633829917612122
177,0.04258933302704275
178,0.0759822885428677
179,0.07575393927429307
180,0.12862373790422688
181,0.25224121167948077
182,0.4545457070955239
183,0.07935076489387424
184,0.03248501824147951
185,0.07421070151648146
186,0.023230075930771255
187,0.036380615025264934
188,0.02719343702995724
189,0.0630081833224472
190,0.06337437287133986
191,0.1207532410049093
192,0.06662793108250037
193,0.0923202596569884
194,0.0513225919994556
195,0.06896394674183659
196,0.02414749176574757
197,0.023727045767293134
198,0.10356569670268556
199,0.026842605888418018
200,0.03798695785970639
201,0.028527429266124338
202,0.015507692442778219
203,0.019423053967032762
204,0.04209960246638865
205,0.0514265194811891
206,0.08169027824302452
207,0.1374596751035111
208,0.12822662755019565
209,0.176104719111626
210,0.11752153948329613
211,0.10651472599070955
212,0.02615240931741109
213,0.09346615911645137
214,0.04931388776895565
215,0.011821923153668241
216,0.04530133962624988
217,0.09384132717225901
218,0.035478960600388854
219,0.03584223277241168
220,0.048741392991498295
221,0.040999003348738475
222,0.025777032901721078
223,0.06049922608092454
224,0.07810175019373383
225,0.038437538519066686
226,0.0599440776286174
227,0.02260722852407889
228,0.025433437652027966
229,0.05309382825531583
230,0.0301770979073209
231,0.0408510597278252
232,0.06664039439732286
233,0.15243524781908294
234,0.28406776036421677
